word	POS	label	negative	neutral	positive
N-birther	common.nouns	neutral	0.34	0.507	0.153
N-birthers	common.nouns	neutral	0.264	0.554	0.182
N-bits	common.nouns	neutral	0.116	0.611	0.273
N-biz	common.nouns	neutral	0.102	0.608	0.29
N-blacks	common.nouns	neutral	0.317	0.542	0.14
N-block	common.nouns	neutral	0.221	0.601	0.178
N-blog	common.nouns	neutral	0.056	0.63	0.314
N-blogger	common.nouns	neutral	0.104	0.607	0.289
N-bloggers	common.nouns	neutral	0.118	0.631	0.251
N-blogs	common.nouns	neutral	0.063	0.651	0.286
N-blood	common.nouns	neutral	0.345	0.519	0.136
N-blunt	common.nouns	neutral	0.123	0.608	0.269
N-board	common.nouns	neutral	0.123	0.613	0.264
N-bodies	common.nouns	neutral	0.376	0.484	0.14
N-boi	common.nouns	neutral	0.112	0.635	0.253
N-bomber	common.nouns	neutral	0.376	0.462	0.162
N-bombs	common.nouns	neutral	0.26	0.562	0.178
N-boobs	common.nouns	neutral	0.127	0.625	0.249
N-boos	common.nouns	neutral	0.207	0.598	0.195
N-borders	common.nouns	neutral	0.151	0.598	0.251
N-bot	common.nouns	neutral	0.163	0.591	0.245
N-boyfriend	common.nouns	neutral	0.093	0.65	0.257
N-boyfriends	common.nouns	neutral	0.255	0.556	0.189
N-boys	common.nouns	neutral	0.053	0.663	0.284
N-bra	common.nouns	neutral	0.103	0.612	0.285
N-brand	common.nouns	neutral	0.088	0.615	0.297
N-brands	common.nouns	neutral	0.06	0.65	0.291
N-breast	common.nouns	neutral	0.338	0.507	0.155
N-briefing	common.nouns	neutral	0.106	0.643	0.251
N-british	common.nouns	neutral	0.079	0.622	0.299
N-bro	common.nouns	neutral	0.069	0.631	0.3
N-bros	common.nouns	neutral	0.107	0.611	0.281
N-brothers	common.nouns	neutral	0.064	0.643	0.292
N-browser	common.nouns	neutral	0.136	0.659	0.205
N-bruh	common.nouns	neutral	0.201	0.578	0.221
N-buck	common.nouns	neutral	0.225	0.594	0.181
N-bucks	common.nouns	neutral	0.141	0.61	0.249
N-buddies	common.nouns	neutral	0.147	0.594	0.259
N-budget	common.nouns	neutral	0.383	0.497	0.12
N-budgets	common.nouns	neutral	0.209	0.578	0.212
N-bull	common.nouns	neutral	0.379	0.466	0.155
N-bumper	common.nouns	neutral	0.1	0.645	0.255
N-burden	common.nouns	neutral	0.322	0.522	0.156
N-burger	common.nouns	neutral	0.132	0.618	0.25
N-buses	common.nouns	neutral	0.236	0.579	0.184
N-businesses	common.nouns	neutral	0.27	0.56	0.17
N-businessman	common.nouns	neutral	0.164	0.597	0.239
N-buttons	common.nouns	neutral	0.15	0.6	0.25
N-c	common.nouns	neutral	0.063	0.639	0.299
N-cable	common.nouns	neutral	0.387	0.473	0.14
N-caller	common.nouns	neutral	0.139	0.607	0.254
N-camels	common.nouns	neutral	0.262	0.548	0.191
N-camera	common.nouns	neutral	0.113	0.649	0.238
N-cameras	common.nouns	neutral	0.117	0.608	0.275
N-campaigns	common.nouns	neutral	0.167	0.607	0.226
N-camps	common.nouns	negative	0.501	0.388	0.111
N-candidates	common.nouns	neutral	0.145	0.626	0.229
N-cans	common.nouns	neutral	0.115	0.644	0.242
N-cap	common.nouns	neutral	0.13	0.615	0.255
N-capability	common.nouns	neutral	0.304	0.53	0.167
N-capitalism	common.nouns	neutral	0.309	0.539	0.152
N-care	common.nouns	positive	0.085	0.075	0.84
N-carpet	common.nouns	neutral	0.231	0.565	0.205
N-cars	common.nouns	neutral	0.143	0.612	0.245
N-cartels	common.nouns	neutral	0.328	0.521	0.151
N-cartoon	common.nouns	neutral	0.056	0.653	0.292
N-cases	common.nouns	neutral	0.418	0.462	0.121
N-catholics	common.nouns	neutral	0.346	0.506	0.148
N-cats	common.nouns	neutral	0.114	0.619	0.266
N-cause	common.nouns	neutral	0.094	0.652	0.253
N-causes	common.nouns	neutral	0.218	0.597	0.185
N-cave	common.nouns	neutral	0.256	0.561	0.183
N-cbs	common.nouns	neutral	0.235	0.565	0.2
N-cc	common.nouns	neutral	0.044	0.621	0.335
N-cd	common.nouns	neutral	0.073	0.627	0.3
N-celeb	common.nouns	neutral	0.115	0.604	0.28
N-celebrities	common.nouns	neutral	0.16	0.579	0.261
N-celebrity	common.nouns	neutral	0.103	0.628	0.269
N-celebs	common.nouns	neutral	0.129	0.62	0.251
N-cells	common.nouns	neutral	0.344	0.499	0.157
N-censorship	common.nouns	neutral	0.267	0.546	0.187
N-centers	common.nouns	neutral	0.32	0.516	0.164
N-centre	common.nouns	neutral	0.097	0.638	0.265
N-cents	common.nouns	neutral	0.164	0.59	0.246
N-ceo	common.nouns	neutral	0.278	0.559	0.162
N-cert	common.nouns	negative	0.54	0.345	0.115
N-challenger	common.nouns	neutral	0.242	0.565	0.193
N-challenges	common.nouns	neutral	0.122	0.625	0.252
N-champions	common.nouns	neutral	0.058	0.629	0.312
N-championship	common.nouns	neutral	0.061	0.653	0.286
N-change	common.nouns	neutral	0.052	0.664	0.284
N-changes	common.nouns	neutral	0.205	0.602	0.193
N-channels	common.nouns	neutral	0.218	0.573	0.209
N-characters	common.nouns	neutral	0.078	0.636	0.287
N-chart	common.nouns	neutral	0.117	0.619	0.264
N-chats	common.nouns	neutral	0.126	0.585	0.288
N-cheese	common.nouns	neutral	0.098	0.631	0.271
N-chef	common.nouns	neutral	0.069	0.617	0.313
N-chemical	common.nouns	neutral	0.337	0.507	0.156
N-chick	common.nouns	neutral	0.13	0.629	0.241
N-chicken	common.nouns	neutral	0.067	0.654	0.279
N-chickens	common.nouns	neutral	0.16	0.604	0.236
N-chicks	common.nouns	neutral	0.143	0.604	0.252
N-children	common.nouns	neutral	0.244	0.597	0.159
N-chinese	common.nouns	neutral	0.134	0.6	0.266
N-chips	common.nouns	neutral	0.072	0.634	0.293
N-choices	common.nouns	neutral	0.139	0.612	0.249
N-christians	common.nouns	neutral	0.281	0.529	0.189
N-chrome	common.nouns	neutral	0.085	0.689	0.226
N-churches	common.nouns	neutral	0.242	0.568	0.19
N-cia	common.nouns	neutral	0.316	0.529	0.155
N-circles	common.nouns	neutral	0.066	0.633	0.301
N-circumstances	common.nouns	neutral	0.293	0.532	0.176
N-ciroc	common.nouns	neutral	0.026	0.675	0.298
N-cities	common.nouns	neutral	0.121	0.645	0.233
N-citizens	common.nouns	neutral	0.206	0.592	0.202
N-citizenship	common.nouns	neutral	0.191	0.609	0.2
N-civilians	common.nouns	negative	0.825	0.128	0.046
N-claims	common.nouns	neutral	0.266	0.558	0.176
N-classes	common.nouns	neutral	0.129	0.616	0.255
N-classmates	common.nouns	neutral	0.256	0.556	0.188
N-classroom	common.nouns	neutral	0.106	0.631	0.263
N-clients	common.nouns	neutral	0.104	0.593	0.303
N-cliff	common.nouns	neutral	0.21	0.581	0.21
N-clinic	common.nouns	neutral	0.209	0.617	0.174
N-clinics	common.nouns	neutral	0.218	0.592	0.191
N-clips	common.nouns	neutral	0.129	0.616	0.255
N-clock	common.nouns	neutral	0.163	0.592	0.246
N-cloud	common.nouns	neutral	0.059	0.651	0.291
N-clowns	common.nouns	neutral	0.375	0.472	0.153
N-clue	common.nouns	neutral	0.246	0.558	0.196
N-cnn	common.nouns	neutral	0.323	0.522	0.155
N-co2	common.nouns	neutral	0.219	0.584	0.197
N-coach	common.nouns	neutral	0.111	0.631	0.258
N-coca	common.nouns	neutral	0.314	0.54	0.145
N-cock	common.nouns	neutral	0.306	0.506	0.187
N-codes	common.nouns	neutral	0.158	0.606	0.236
N-coincidence	common.nouns	neutral	0.11	0.616	0.274
N-cola	common.nouns	neutral	0.225	0.582	0.193
N-colour	common.nouns	neutral	0.12	0.592	0.287
N-colours	common.nouns	neutral	0.071	0.635	0.295
N-com	common.nouns	neutral	0.036	0.662	0.301
N-combo	common.nouns	neutral	0.147	0.613	0.24
N-comedian	common.nouns	neutral	0.087	0.605	0.308
N-comedy	common.nouns	neutral	0.055	0.633	0.312
N-comics	common.nouns	neutral	0.085	0.627	0.288
N-commencement	common.nouns	neutral	0.081	0.654	0.265
N-comments	common.nouns	neutral	0.068	0.655	0.277
N-commerce	common.nouns	neutral	0.161	0.607	0.232
N-commercials	common.nouns	neutral	0.367	0.497	0.135
N-commie	common.nouns	neutral	0.149	0.587	0.264
N-commission	common.nouns	neutral	0.141	0.613	0.246
N-committee	common.nouns	neutral	0.103	0.631	0.266
N-communication	common.nouns	neutral	0.264	0.553	0.183
N-communications	common.nouns	neutral	0.081	0.644	0.275
N-communists	common.nouns	neutral	0.204	0.581	0.216
N-communities	common.nouns	neutral	0.136	0.591	0.273
N-comp	common.nouns	neutral	0.15	0.598	0.252
N-companies	common.nouns	neutral	0.231	0.595	0.174
N-compromise	common.nouns	neutral	0.173	0.593	0.234
N-computers	common.nouns	neutral	0.267	0.537	0.195
N-concept	common.nouns	neutral	0.128	0.617	0.255
N-concern	common.nouns	neutral	0.323	0.522	0.156
N-condi	common.nouns	neutral	0.148	0.564	0.288
N-condom	common.nouns	neutral	0.411	0.462	0.127
N-condoms	common.nouns	neutral	0.204	0.586	0.21
N-conf	common.nouns	neutral	0.096	0.625	0.279
N-confirmation	common.nouns	neutral	0.169	0.579	0.252
N-congress	common.nouns	neutral	0.237	0.579	0.185
N-congressman	common.nouns	neutral	0.165	0.588	0.247
N-connections	common.nouns	neutral	0.107	0.621	0.272
N-consent	common.nouns	negative	0.449	0.426	0.125
N-consequences	common.nouns	negative	0.599	0.312	0.089
N-conservative	common.nouns	neutral	0.168	0.597	0.235
N-conservatives	common.nouns	neutral	0.192	0.599	0.209
N-consists	common.nouns	neutral	0.182	0.61	0.208
N-consumer	common.nouns	neutral	0.208	0.588	0.204
N-cont	common.nouns	neutral	0.259	0.575	0.166
N-contacts	common.nouns	neutral	0.262	0.586	0.151
N-contest	common.nouns	neutral	0.05	0.648	0.302
N-contraception	common.nouns	neutral	0.164	0.602	0.233
N-contraceptives	common.nouns	neutral	0.193	0.579	0.228
N-contributions	common.nouns	neutral	0.14	0.605	0.255
N-contributors	common.nouns	neutral	0.115	0.627	0.258
N-controls	common.nouns	neutral	0.091	0.633	0.276
N-conversations	common.nouns	neutral	0.107	0.605	0.288
N-converter	common.nouns	neutral	0.109	0.597	0.294
N-convo	common.nouns	neutral	0.124	0.602	0.274
N-cookie	common.nouns	neutral	0.091	0.632	0.277
N-cookies	common.nouns	neutral	0.071	0.62	0.31
N-cop	common.nouns	neutral	0.144	0.61	0.245
N-copies	common.nouns	neutral	0.109	0.612	0.279
N-cops	common.nouns	neutral	0.365	0.495	0.14
N-corp	common.nouns	neutral	0.319	0.521	0.16
N-corporations	common.nouns	neutral	0.22	0.561	0.218
N-correspondents	common.nouns	neutral	0.074	0.608	0.318
N-costs	common.nouns	neutral	0.395	0.475	0.129
N-couch	common.nouns	neutral	0.249	0.557	0.193
N-countdown	common.nouns	neutral	0.087	0.631	0.282
N-countries	common.nouns	neutral	0.134	0.64	0.226
N-county	common.nouns	neutral	0.085	0.635	0.28
N-coup	common.nouns	neutral	0.232	0.582	0.186
N-couples	common.nouns	neutral	0.392	0.464	0.143
N-course	common.nouns	neutral	0.054	0.616	0.329
N-cousin	common.nouns	neutral	0.075	0.656	0.27
N-cousins	common.nouns	neutral	0.156	0.591	0.253
N-cover	common.nouns	neutral	0.064	0.636	0.3
N-coverage	common.nouns	neutral	0.201	0.595	0.204
N-cow	common.nouns	neutral	0.165	0.585	0.25
N-cows	common.nouns	neutral	0.145	0.618	0.237
N-cr	common.nouns	neutral	0.088	0.632	0.279
N-creators	common.nouns	neutral	0.347	0.487	0.166
N-credits	common.nouns	neutral	0.072	0.645	0.284
N-crew	common.nouns	neutral	0.086	0.641	0.272
N-crid	common.nouns	neutral	0.093	0.623	0.284
N-crimes	common.nouns	negative	0.526	0.374	0.101
N-cronies	common.nouns	neutral	0.32	0.523	0.157
N-crush	common.nouns	neutral	0.066	0.623	0.311
N-cube	common.nouns	neutral	0.128	0.606	0.266
N-currents	common.nouns	neutral	0.062	0.645	0.293
N-customers	common.nouns	neutral	0.113	0.643	0.244
N-cut	common.nouns	neutral	0.331	0.545	0.123
N-d	common.nouns	neutral	0.232	0.587	0.181
N-dad's	common.nouns	neutral	0.172	0.602	0.226
N-daddy	common.nouns	neutral	0.056	0.629	0.315
N-dads	common.nouns	neutral	0.182	0.586	0.232
N-dagg	common.nouns	neutral	0.051	0.635	0.313
N-dates	common.nouns	neutral	0.102	0.652	0.247
N-daughters	common.nouns	neutral	0.065	0.648	0.287
N-dawg	common.nouns	neutral	0.158	0.581	0.262
N-days	common.nouns	neutral	0.028	0.681	0.291
N-deals	common.nouns	neutral	0.077	0.655	0.267
N-deaths	common.nouns	negative	0.549	0.353	0.098
N-debate	common.nouns	neutral	0.057	0.664	0.279
N-debates	common.nouns	neutral	0.12	0.641	0.239
N-decades	common.nouns	neutral	0.418	0.45	0.132
N-decisions	common.nouns	neutral	0.267	0.554	0.179
N-defeat	common.nouns	neutral	0.258	0.561	0.181
N-defence	common.nouns	negative	0.447	0.435	0.118
N-deficits	common.nouns	neutral	0.356	0.496	0.148
N-degrees	common.nouns	neutral	0.36	0.499	0.141
N-delegates	common.nouns	neutral	0.185	0.583	0.232
N-dem	common.nouns	neutral	0.197	0.583	0.22
N-demo	common.nouns	neutral	0.081	0.629	0.29
N-democrats	common.nouns	neutral	0.204	0.601	0.195
N-dems	common.nouns	neutral	0.223	0.581	0.196
N-dept	common.nouns	neutral	0.242	0.577	0.182
N-deputy	common.nouns	neutral	0.206	0.593	0.201
N-derby	common.nouns	neutral	0.127	0.625	0.248
N-des	common.nouns	neutral	0.044	0.658	0.298
N-designs	common.nouns	neutral	0.049	0.632	0.32
N-desktop	common.nouns	neutral	0.109	0.603	0.288
N-destiny	common.nouns	neutral	0.144	0.596	0.26
N-dev	common.nouns	neutral	0.111	0.616	0.273
N-developer	common.nouns	neutral	0.288	0.511	0.201
N-developers	common.nouns	neutral	0.092	0.641	0.267
N-devices	common.nouns	neutral	0.106	0.629	0.265
N-dicks	common.nouns	neutral	0.331	0.51	0.159
N-dictators	common.nouns	neutral	0.312	0.527	0.161
N-diff	common.nouns	neutral	0.203	0.583	0.214
N-dinosaur	common.nouns	neutral	0.084	0.64	0.277
N-dinosaurs	common.nouns	neutral	0.322	0.517	0.161
N-dioxide	common.nouns	neutral	0.19	0.586	0.225
N-diplomacy	common.nouns	neutral	0.263	0.55	0.187
N-diplomats	common.nouns	neutral	0.247	0.574	0.178
N-directioner	common.nouns	neutral	0.091	0.614	0.295
N-directioners	common.nouns	neutral	0.12	0.634	0.246
N-directions	common.nouns	neutral	0.082	0.648	0.27
N-discussions	common.nouns	neutral	0.09	0.632	0.278
N-disney	common.nouns	neutral	0.127	0.603	0.27
N-division	common.nouns	neutral	0.277	0.567	0.156
N-dm	common.nouns	neutral	0.074	0.631	0.295
N-dnc	common.nouns	neutral	0.177	0.568	0.256
N-doc	common.nouns	neutral	0.07	0.667	0.263
N-docs	common.nouns	neutral	0.078	0.677	0.245
N-doctors	common.nouns	negative	0.536	0.37	0.093
N-doctrine	common.nouns	neutral	0.127	0.632	0.241
N-documents	common.nouns	neutral	0.189	0.581	0.23
N-dodger	common.nouns	neutral	0.374	0.487	0.14
N-dogs	common.nouns	neutral	0.087	0.642	0.271
N-doll	common.nouns	neutral	0.077	0.624	0.299
N-dollars	common.nouns	neutral	0.144	0.617	0.239
N-donations	common.nouns	neutral	0.111	0.631	0.258
N-donors	common.nouns	neutral	0.136	0.634	0.23
N-doodles	common.nouns	neutral	0.047	0.659	0.293
N-doors	common.nouns	neutral	0.119	0.617	0.264
N-download	common.nouns	neutral	0.06	0.633	0.307
N-downloads	common.nouns	neutral	0.078	0.633	0.289
N-dp	common.nouns	neutral	0.059	0.63	0.31
N-dprk	common.nouns	neutral	0.247	0.582	0.171
N-dr	common.nouns	neutral	0.235	0.583	0.182
N-draft	common.nouns	neutral	0.24	0.587	0.173
N-drama	common.nouns	neutral	0.107	0.647	0.246
N-dream	common.nouns	neutral	0.053	0.667	0.279
N-dress	common.nouns	neutral	0.051	0.624	0.325
N-dressage	common.nouns	neutral	0.129	0.6	0.271
N-dresses	common.nouns	neutral	0.098	0.627	0.275
N-drilling	common.nouns	negative	0.48	0.405	0.115
N-drinks	common.nouns	neutral	0.057	0.637	0.306
N-drivers	common.nouns	neutral	0.27	0.548	0.182
N-drop	common.nouns	neutral	0.267	0.562	0.17
N-drudge	common.nouns	neutral	0.218	0.572	0.21
N-drugs	common.nouns	neutral	0.152	0.611	0.237
N-duck	common.nouns	neutral	0.211	0.578	0.211
N-dude	common.nouns	neutral	0.051	0.659	0.29
N-dudes	common.nouns	neutral	0.201	0.598	0.201
N-dummies	common.nouns	neutral	0.088	0.629	0.283
N-dump	common.nouns	neutral	0.171	0.622	0.207
N-dutch	common.nouns	neutral	0.083	0.619	0.298
N-dvd	common.nouns	neutral	0.188	0.567	0.246
N-e	common.nouns	neutral	0.062	0.643	0.295
N-e-mail	common.nouns	neutral	0.109	0.635	0.256
N-ears	common.nouns	neutral	0.216	0.599	0.186
N-east	common.nouns	negative	0.437	0.423	0.141
N-econ	common.nouns	negative	0.665	0.258	0.077
N-economies	common.nouns	neutral	0.399	0.47	0.132
N-economy	common.nouns	neutral	0.385	0.495	0.12
N-edition	common.nouns	neutral	0.063	0.655	0.282
N-efforts	common.nouns	neutral	0.157	0.606	0.237
N-eggs	common.nouns	neutral	0.065	0.66	0.275
N-ego	common.nouns	neutral	0.201	0.581	0.218
N-elections	common.nouns	neutral	0.167	0.623	0.21
N-electorate	common.nouns	neutral	0.345	0.501	0.154
N-elites	common.nouns	neutral	0.247	0.564	0.189
N-email	common.nouns	neutral	0.078	0.648	0.273
N-emails	common.nouns	neutral	0.22	0.597	0.184
N-emissions	common.nouns	neutral	0.184	0.61	0.206
N-empathy	common.nouns	negative	0.488	0.386	0.126
N-employee	common.nouns	neutral	0.181	0.593	0.226
N-employees	common.nouns	neutral	0.146	0.608	0.246
N-employers	common.nouns	neutral	0.136	0.599	0.265
N-endorsement	common.nouns	neutral	0.117	0.621	0.262
N-ends	common.nouns	neutral	0.214	0.578	0.208
N-engines	common.nouns	neutral	0.203	0.562	0.235
N-english	common.nouns	neutral	0.035	0.672	0.293
N-enough	common.nouns	neutral	0.109	0.605	0.286
N-entitlement	common.nouns	neutral	0.314	0.526	0.16
N-ep	common.nouns	neutral	0.064	0.581	0.355
N-episodes	common.nouns	neutral	0.13	0.587	0.283
N-est	common.nouns	neutral	0.052	0.651	0.297
N-et	common.nouns	neutral	0.059	0.659	0.281
N-etc	common.nouns	neutral	0.114	0.607	0.279
N-etch-a-sketch	common.nouns	neutral	0.162	0.608	0.23
N-euro	common.nouns	neutral	0.215	0.593	0.192
N-eurovision	common.nouns	neutral	0.249	0.522	0.229
N-eurozone	common.nouns	neutral	0.242	0.565	0.193
N-evangelicals	common.nouns	neutral	0.223	0.574	0.203
N-events	common.nouns	neutral	0.062	0.669	0.269
N-everybody	common.nouns	neutral	0.048	0.657	0.295
N-everyone	common.nouns	neutral	0.031	0.656	0.313
N-everything	common.nouns	neutral	0.035	0.705	0.259
N-ex	common.nouns	neutral	0.238	0.596	0.165
N-example	common.nouns	neutral	0.066	0.637	0.296
N-examples	common.nouns	neutral	0.127	0.614	0.259
N-exams	common.nouns	neutral	0.217	0.588	0.195
N-excuse	common.nouns	neutral	0.333	0.493	0.173
N-exec	common.nouns	neutral	0.259	0.57	0.172
N-expectations	common.nouns	neutral	0.236	0.547	0.217
N-experiment	common.nouns	neutral	0.295	0.539	0.166
N-experts	common.nouns	neutral	0.162	0.613	0.225
N-exports	common.nouns	neutral	0.336	0.496	0.168
N-eyes	common.nouns	neutral	0.06	0.641	0.299
N-f	common.nouns	neutral	0.192	0.601	0.207
N-f*ck	common.nouns	neutral	0.205	0.582	0.213
N-facebook	common.nouns	neutral	0.279	0.572	0.149
N-faces	common.nouns	neutral	0.07	0.636	0.294
N-facilities	common.nouns	neutral	0.4	0.454	0.146
N-facts	common.nouns	neutral	0.062	0.661	0.278
N-falafel	common.nouns	neutral	0.078	0.601	0.321
N-fam	common.nouns	neutral	0.11	0.597	0.293
N-families	common.nouns	neutral	0.417	0.46	0.123
N-family	common.nouns	neutral	0.021	0.679	0.3
N-fan	common.nouns	neutral	0.046	0.651	0.303
N-fanpage	common.nouns	neutral	0.047	0.611	0.342
N-fantasy	common.nouns	neutral	0.079	0.626	0.295
N-fanzy	common.nouns	neutral	0.021	0.667	0.312
N-farm	common.nouns	neutral	0.082	0.614	0.304
N-farms	common.nouns	neutral	0.274	0.539	0.186
N-farts	common.nouns	neutral	0.13	0.645	0.225
N-father	common.nouns	neutral	0.161	0.632	0.206
N-fathers	common.nouns	neutral	0.366	0.5	0.134
N-favor	common.nouns	positive	0.044	0.013	0.943
N-favourite	common.nouns	positive	0.053	0.012	0.935
N-feedback	common.nouns	positive	0.069	0.459	0.472
N-feeling	common.nouns	neutral	0.351	0.499	0.15
N-fees	common.nouns	neutral	0.277	0.542	0.18
N-fella	common.nouns	neutral	0.235	0.552	0.214
N-females	common.nouns	neutral	0.435	0.445	0.12
N-fest	common.nouns	neutral	0.113	0.612	0.276
N-fetus	common.nouns	neutral	0.323	0.505	0.172
N-fetuses	common.nouns	neutral	0.36	0.485	0.156
N-few	common.nouns	neutral	0.149	0.612	0.239
N-fiction	common.nouns	neutral	0.098	0.629	0.273
N-fields	common.nouns	neutral	0.2	0.594	0.206
N-figures	common.nouns	neutral	0.327	0.522	0.152
N-files	common.nouns	neutral	0.133	0.627	0.24
N-films	common.nouns	neutral	0.113	0.602	0.285
N-finals	common.nouns	neutral	0.11	0.616	0.274
N-finances	common.nouns	neutral	0.21	0.61	0.18
N-fingers	common.nouns	neutral	0.102	0.614	0.284
N-firefighters	common.nouns	neutral	0.329	0.511	0.16
N-firemen	common.nouns	neutral	0.27	0.546	0.185
N-fireworks	common.nouns	neutral	0.126	0.602	0.272
N-firms	common.nouns	neutral	0.288	0.545	0.167
N-fist	common.nouns	neutral	0.305	0.512	0.184
N-fitness	common.nouns	neutral	0.032	0.654	0.314
N-flag	common.nouns	neutral	0.105	0.614	0.28
N-flags	common.nouns	neutral	0.124	0.613	0.263
N-flash	common.nouns	neutral	0.168	0.61	0.222
N-flesh	common.nouns	neutral	0.276	0.543	0.182
N-flights	common.nouns	neutral	0.265	0.558	0.177
N-flip	common.nouns	neutral	0.23	0.573	0.198
N-flood	common.nouns	neutral	0.302	0.543	0.155
N-flopper	common.nouns	neutral	0.095	0.614	0.29
N-flowers	common.nouns	neutral	0.052	0.634	0.314
N-fluke	common.nouns	neutral	0.073	0.59	0.338
N-fm	common.nouns	neutral	0.072	0.649	0.279
N-folder	common.nouns	neutral	0.228	0.558	0.213
N-folks	common.nouns	neutral	0.083	0.637	0.28
N-follestreet	common.nouns	negative	0.452	0.429	0.12
N-followback	common.nouns	neutral	0.024	0.675	0.3
N-follower	common.nouns	neutral	0.072	0.608	0.32
N-followers	common.nouns	neutral	0.03	0.679	0.291
N-following	common.nouns	neutral	0.039	0.626	0.335
N-fone	common.nouns	neutral	0.42	0.454	0.126
N-foods	common.nouns	neutral	0.104	0.613	0.283
N-footage	common.nouns	neutral	0.168	0.592	0.24
N-forces	common.nouns	neutral	0.244	0.58	0.176
N-forecast	common.nouns	neutral	0.331	0.527	0.141
N-format	common.nouns	neutral	0.117	0.588	0.295
N-forms	common.nouns	neutral	0.132	0.604	0.264
N-friday	common.nouns	neutral	0.056	0.634	0.31
N-fridge	common.nouns	negative	0.736	0.189	0.076
N-fries	common.nouns	neutral	0.074	0.641	0.285
N-fucks	common.nouns	negative	0.997	0	0.002
N-funding	common.nouns	neutral	0.229	0.55	0.221
N-fundraiser	common.nouns	neutral	0.051	0.652	0.297
N-fundraisers	common.nouns	neutral	0.237	0.555	0.209
N-fundraising	common.nouns	neutral	0.118	0.599	0.283
N-g	common.nouns	neutral	0.084	0.629	0.287
N-gal	common.nouns	neutral	0.125	0.604	0.272
N-gallon	common.nouns	neutral	0.27	0.545	0.184
N-gallup	common.nouns	neutral	0.093	0.647	0.26
N-game	common.nouns	neutral	0.036	0.676	0.288
N-games	common.nouns	neutral	0.053	0.638	0.309
